Event(name=Tempo Class, time=0, value=mid, text=None)
Event(name=Position, time=11820, value=5/16, text=11820)
Event(name=Note Velocity, time=11820, value=111, text=111)
Event(name=Note On, time=11820, value=80, text=G#5)
Event(name=Note Duration, time=11820, value=0.198, text=0.198)
Event(name=Position, time=11940, value=7/16, text=11940)
Event(name=Note Velocity, time=11940, value=40, text=40)
Event(name=Note On, time=11940, value=49, text=C#3)
Event(name=Note Duration, time=11940, value=0.698, text=0.698)
Event(name=Position, time=11940, value=7/16, text=11940)
Event(name=Note Velocity, time=11940, value=111, text=111)
Event(name=Note On, time=11940, value=78, text=F#5)
Event(name=Note Duration, time=11940, value=0.14, text=0.14)
Event(name=Position, time=12060, value=9/16, text=12060)
Event(name=Note Velocity, time=12060, value=73, text=73)
Event(name=Note On, time=12060, value=54, text=F#3)
Event(name=Note Duration, time=12060, value=0.602, text=0.602)
Event(name=Position, time=12060, value=9/16, text=12060)
Event(name=Note Velocity, time=12060, value=71, text=71)
Event(name=Note On, time=12060, value=58, text=A#3)
Event(name=Note Duration, time=12060, value=0.796, text=0.796)
Event(name=Position, time=12060, value=9/16, text=12060)
Event(name=Note Velocity, time=12060, value=89, text=89)
Event(name=Note On, time=12060, value=61, text=C#4)
Event(name=Note Duration, time=12060, value=0.829, text=0.829)
Event(name=Position, time=12060, value=9/16, text=12060)
Event(name=Note Velocity, time=12060, value=114, text=114)
Event(name=Note On, time=12060, value=73, text=C#5)
Event(name=Note Duration, time=12060, value=0.162, text=0.162)
Event(name=Position, time=12120, value=10/16, text=12120)
Event(name=Note Velocity, time=12120, value=45, text=45)
Event(name=Note On, time=12120, value=75, text=D#5)
Event(name=Note Duration, time=12120, value=0.358, text=0.358)
Event(name=Position, time=12120, value=10/16, text=12120)
Event(name=Note Velocity, time=12120, value=73, text=73)
Event(name=Note On, time=12120, value=49, text=C#3)
Event(name=Note Duration, time=12120, value=0.908, text=0.908)
Event(name=Position, time=12120, value=10/16, text=12120)
Event(name=Note Velocity, time=12120, value=111, text=111)
Event(name=Note On, time=12120, value=73, text=C#5)
Event(name=Note Duration, time=12120, value=0.192, text=0.192)
Event(name=Position, time=12240, value=12/16, text=12240)
Event(name=Note Velocity, time=12240, value=89, text=89)
Event(name=Note On, time=12240, value=54, text=F#3)
Event(name=Note Duration, time=12240, value=1.154, text=1.154)
Event(name=Position, time=12300, value=13/16, text=12300)
Event(name=Note Velocity, time=12300, value=108, text=108)
Event(name=Note On, time=12300, value=58, text=A#3)
Event(name=Note Duration, time=12300, value=0.862, text=0.862)
Event(name=Position, time=12300, value=13/16, text=12300)
Event(name=Note Velocity, time=12300, value=100, text=100)
Event(name=Note On, time=12300, value=61, text=C#4)
Event(name=Note Duration, time=12300, value=0.877, text=0.877)
Event(name=Position, time=12300, value=13/16, text=12300)
Event(name=Note Velocity, time=12300, value=100, text=100)
Event(name=Note On, time=12300, value=66, text=F#4)
Event(name=Note Duration, time=12300, value=0.877, text=0.877)
Event(name=Position, time=12300, value=13/16, text=12300)
Event(name=Note Velocity, time=12300, value=117, text=117)
Event(name=Note On, time=12300, value=68, text=G#4)
Event(name=Note Duration, time=12300, value=0.131, text=0.131)
Event(name=Position, time=12360, value=14/16, text=12360)
Event(name=Note Velocity, time=12360, value=69, text=69)
Event(name=Note On, time=12360, value=70, text=A#4)
Event(name=Note Duration, time=12360, value=0.19, text=0.19)
Event(name=Position, time=12360, value=14/16, text=12360)
Event(name=Note Velocity, time=12360, value=97, text=97)
Event(name=Note On, time=12360, value=68, text=G#4)
Event(name=Note Duration, time=12360, value=0.196, text=0.196)
Event(name=Position, time=12420, value=15/16, text=12420)
Event(name=Note Velocity, time=12420, value=29, text=29)
Event(name=Note On, time=12420, value=49, text=C#3)
Event(name=Note Duration, time=12420, value=0.369, text=0.369)
Event(name=Position, time=12420, value=15/16, text=12420)
Event(name=Note Velocity, time=12420, value=108, text=108)
Event(name=Note On, time=12420, value=66, text=F#4)
Event(name=Note Duration, time=12420, value=0.404, text=0.404)
Event(name=Bar, time=12540, value=12540, text=14)
Event(name=Position, time=12540, value=1/16, text=12540)
Event(name=Chord, time=12540, value=B:maj, text=B:maj)
Event(name=Position, time=12540, value=1/16, text=12540)
Event(name=Note Velocity, time=12540, value=118, text=118)
Event(name=Note On, time=12540, value=66, text=F#4)
Event(name=Note Duration, time=12540, value=0.554, text=0.554)
Event(name=Position, time=12540, value=1/16, text=12540)
Event(name=Note Velocity, time=12540, value=102, text=102)
Event(name=Note On, time=12540, value=47, text=B2)
Event(name=Note Duration, time=12540, value=1.025, text=1.025)
Event(name=Position, time=12600, value=2/16, text=12600)
Event(name=Note Velocity, time=12600, value=69, text=69)
Event(name=Note On, time=12600, value=54, text=F#3)
Event(name=Note Duration, time=12600, value=0.737, text=0.737)
Event(name=Position, time=12660, value=3/16, text=12660)
Event(name=Note Velocity, time=12660, value=102, text=102)
Event(name=Note On, time=12660, value=59, text=B3)
Event(name=Note Duration, time=12660, value=0.725, text=0.725)
Event(name=Position, time=12720, value=4/16, text=12720)
Event(name=Note Velocity, time=12720, value=94, text=94)
Event(name=Note On, time=12720, value=63, text=D#4)
Event(name=Note Duration, time=12720, value=0.437, text=0.437)
Event(name=Position, time=12720, value=4/16, text=12720)
Event(name=Note Velocity, time=12720, value=94, text=94)
Event(name=Note On, time=12720, value=66, text=F#4)
Event(name=Note Duration, time=12720, value=0.462, text=0.462)
Event(name=Position, time=12720, value=4/16, text=12720)
Event(name=Note Velocity, time=12720, value=118, text=118)
Event(name=Note On, time=12720, value=66, text=F#4)
Event(name=Note Duration, time=12720, value=0.675, text=0.675)
Event(name=Position, time=13020, value=9/16, text=13020)
Event(name=Chord, time=13020, value=C#:maj, text=C#:maj)
Event(name=Position, time=13020, value=9/16, text=13020)
Event(name=Note Velocity, time=13020, value=112, text=112)
Event(name=Note On, time=13020, value=68, text=G#4)
Event(name=Note Duration, time=13020, value=0.26, text=0.26)
Event(name=Position, time=13020, value=9/16, text=13020)
Event(name=Note Velocity, time=13020, value=102, text=102)
Event(name=Note On, time=13020, value=49, text=C#3)
Event(name=Note Duration, time=13020, value=1.002, text=1.002)
Event(name=Position, time=13020, value=9/16, text=13020)
Event(name=Note Velocity, time=13020, value=66, text=66)
Event(name=Note On, time=13020, value=56, text=G#3)
Event(name=Note Duration, time=13020, value=0.696, text=0.696)
Event(name=Position, time=13140, value=11/16, text=13140)
Event(name=Note Velocity, time=13140, value=112, text=112)
Event(name=Note On, time=13140, value=70, text=A#4)
Event(name=Note Duration, time=13140, value=0.117, text=0.117)
Event(name=Position, time=13140, value=11/16, text=13140)
Event(name=Note Velocity, time=13140, value=87, text=87)
Event(name=Note On, time=13140, value=61, text=C#4)
Event(name=Note Duration, time=13140, value=0.644, text=0.644)
Event(name=Position, time=13200, value=12/16, text=13200)
Event(name=Note Velocity, time=13200, value=118, text=118)
Event(name=Note On, time=13200, value=68, text=G#4)
Event(name=Note Duration, time=13200, value=0.271, text=0.271)
Event(name=Position, time=13200, value=12/16, text=13200)
Event(name=Note Velocity, time=13200, value=102, text=102)
Event(name=Note On, time=13200, value=65, text=F4)
Event(name=Note Duration, time=13200, value=0.362, text=0.362)
Event(name=Position, time=13260, value=13/16, text=13260)
Event(name=Note Velocity, time=13260, value=117, text=117)
Event(name=Note On, time=13260, value=73, text=C#5)
Event(name=Note Duration, time=13260, value=0.144, text=0.144)
Event(name=Position, time=13260, value=13/16, text=13260)
Event(name=Note Velocity, time=13260, value=82, text=82)
Event(name=Note On, time=13260, value=75, text=D#5)
Event(name=Note Duration, time=13260, value=0.412, text=0.412)
Event(name=Position, time=13320, value=14/16, text=13320)
Event(name=Note Velocity, time=13320, value=82, text=82)
Event(name=Note On, time=13320, value=73, text=C#5)
Event(name=Note Duration, time=13320, value=0.229, text=0.229)
Event(name=Bar, time=13500, value=13500, text=15)
Event(name=Position, time=13500, value=1/16, text=13500)
Event(name=Chord, time=13500, value=A#:min, text=A#:min)
Event(name=Position, time=13500, value=1/16, text=13500)
Event(name=Note Velocity, time=13500, value=112, text=112)
Event(name=Note On, time=13500, value=68, text=G#4)
Event(name=Note Duration, time=13500, value=0.254, text=0.254)
Event(name=Position, time=13500, value=1/16, text=13500)
Event(name=Note Velocity, time=13500, value=94, text=94)
Event(name=Note On, time=13500, value=46, text=A#2)
Event(name=Note Duration, time=13500, value=1.079, text=1.079)
Event(name=Position, time=13560, value=2/16, text=13560)
Event(name=Note Velocity, time=13560, value=60, text=60)
Event(name=Note On, time=13560, value=53, text=F3)
Event(name=Note Duration, time=13560, value=0.742, text=0.742)
Event(name=Position, time=13620, value=3/16, text=13620)
Event(name=Note Velocity, time=13620, value=115, text=115)
Event(name=Note On, time=13620, value=70, text=A#4)
Event(name=Note Duration, time=13620, value=0.123, text=0.123)
Event(name=Position, time=13620, value=3/16, text=13620)
Event(name=Note Velocity, time=13620, value=87, text=87)
Event(name=Note On, time=13620, value=58, text=A#3)
Event(name=Note Duration, time=13620, value=0.529, text=0.529)
Event(name=Position, time=13620, value=3/16, text=13620)
Event(name=Note Velocity, time=13620, value=115, text=115)
Event(name=Note On, time=13620, value=68, text=G#4)
Event(name=Note Duration, time=13620, value=0.215, text=0.215)
Event(name=Position, time=13620, value=3/16, text=13620)
Event(name=Note Velocity, time=13620, value=111, text=111)
Event(name=Note On, time=13620, value=61, text=C#4)
Event(name=Note Duration, time=13620, value=0.244, text=0.244)
Event(name=Position, time=13800, value=6/16, text=13800)
Event(name=Note Velocity, time=13800, value=115, text=115)
Event(name=Note On, time=13800, value=65, text=F4)
Event(name=Note Duration, time=13800, value=0.183, text=0.183)
Event(name=Position, time=13920, value=8/16, text=13920)
Event(name=Note Velocity, time=13920, value=118, text=118)
Event(name=Note On, time=13920, value=66, text=F#4)
Event(name=Note Duration, time=13920, value=1.302, text=1.302)
Event(name=Position, time=13980, value=9/16, text=13980)
Event(name=Chord, time=13980, value=D#:min, text=D#:min)
Event(name=Position, time=13980, value=9/16, text=13980)
Event(name=Note Velocity, time=13980, value=105, text=105)
Event(name=Note On, time=13980, value=51, text=D#3)
Event(name=Note Duration, time=13980, value=1.017, text=1.017)
Event(name=Position, time=14040, value=10/16, text=14040)
Event(name=Note Velocity, time=14040, value=82, text=82)
Event(name=Note On, time=14040, value=54, text=F#3)
Event(name=Note Duration, time=14040, value=0.827, text=0.827)
Event(name=Position, time=14040, value=10/16, text=14040)
Event(name=Note Velocity, time=14040, value=111, text=111)
Event(name=Note On, time=14040, value=73, text=C#5)
Event(name=Note Duration, time=14040, value=0.117, text=0.117)
Event(name=Position, time=14100, value=11/16, text=14100)
Event(name=Note Velocity, time=14100, value=111, text=111)
Event(name=Note On, time=14100, value=58, text=A#3)
Event(name=Note Duration, time=14100, value=0.665, text=0.665)
Event(name=Position, time=14100, value=11/16, text=14100)
Event(name=Note Velocity, time=14100, value=105, text=105)
Event(name=Note On, time=14100, value=78, text=F#5)
Event(name=Note Duration, time=14100, value=0.125, text=0.125)
Event(name=Position, time=14160, value=12/16, text=14160)
Event(name=Note Velocity, time=14160, value=102, text=102)
Event(name=Note On, time=14160, value=66, text=F#4)
Event(name=Note Duration, time=14160, value=0.371, text=0.371)
Event(name=Position, time=14160, value=12/16, text=14160)
Event(name=Note Velocity, time=14160, value=114, text=114)
Event(name=Note On, time=14160, value=80, text=G#5)
Event(name=Note Duration, time=14160, value=0.117, text=0.117)
Event(name=Position, time=14220, value=13/16, text=14220)
Event(name=Note Velocity, time=14220, value=108, text=108)
Event(name=Note On, time=14220, value=80, text=G#5)
Event(name=Note Duration, time=14220, value=0.158, text=0.158)
Event(name=Position, time=14220, value=13/16, text=14220)
Event(name=Note Velocity, time=14220, value=87, text=87)
Event(name=Note On, time=14220, value=82, text=A#5)
Event(name=Note Duration, time=14220, value=0.544, text=0.544)
Event(name=Position, time=14280, value=14/16, text=14280)
Event(name=Note Velocity, time=14280, value=115, text=115)
Event(name=Note On, time=14280, value=61, text=C#4)
Event(name=Note Duration, time=14280, value=0.133, text=0.133)
Event(name=Position, time=14400, value=16/16, text=14400)
Event(name=Note Velocity, time=14400, value=115, text=115)
Event(name=Note On, time=14400, value=63, text=D#4)
Event(name=Note Duration, time=14400, value=0.11, text=0.11)
Event(name=Bar, time=14460, value=14460, text=16)
Event(name=Position, time=14460, value=1/16, text=14460)
Event(name=Chord, time=14460, value=B:maj, text=B:maj)
Event(name=Position, time=14460, value=1/16, text=14460)
Event(name=Note Velocity, time=14460, value=118, text=118)
Event(name=Note On, time=14460, value=66, text=F#4)
Event(name=Note Duration, time=14460, value=0.15, text=0.15)
Event(name=Position, time=14460, value=1/16, text=14460)
Event(name=Note Velocity, time=14460, value=72, text=72)
Event(name=Note On, time=14460, value=47, text=B2)
Event(name=Note Duration, time=14460, value=1.19, text=1.19)
Event(name=Position, time=14520, value=2/16, text=14520)
Event(name=Note Velocity, time=14520, value=60, text=60)
Event(name=Note On, time=14520, value=54, text=F#3)
Event(name=Note Duration, time=14520, value=0.921, text=0.921)
Event(name=Position, time=14580, value=3/16, text=14580)
Event(name=Note Velocity, time=14580, value=115, text=115)
Event(name=Note On, time=14580, value=70, text=A#4)
Event(name=Note Duration, time=14580, value=0.127, text=0.127)
Event(name=Position, time=14580, value=3/16, text=14580)
Event(name=Note Velocity, time=14580, value=93, text=93)
Event(name=Note On, time=14580, value=59, text=B3)
Event(name=Note Duration, time=14580, value=0.637, text=0.637)
Event(name=Position, time=14580, value=3/16, text=14580)
Event(name=Note Velocity, time=14580, value=112, text=112)
Event(name=Note On, time=14580, value=68, text=G#4)
Event(name=Note Duration, time=14580, value=0.175, text=0.175)
Event(name=Position, time=14580, value=3/16, text=14580)
Event(name=Note Velocity, time=14580, value=100, text=100)
Event(name=Note On, time=14580, value=63, text=D#4)
Event(name=Note Duration, time=14580, value=0.346, text=0.346)
Event(name=Position, time=14580, value=3/16, text=14580)
Event(name=Note Velocity, time=14580, value=102, text=102)
Event(name=Note On, time=14580, value=66, text=F#4)
Event(name=Note Duration, time=14580, value=0.369, text=0.369)
Event(name=Position, time=14760, value=6/16, text=14760)
Event(name=Note Velocity, time=14760, value=115, text=115)
Event(name=Note On, time=14760, value=66, text=F#4)
Event(name=Note Duration, time=14760, value=0.15, text=0.15)
Event(name=Position, time=14880, value=8/16, text=14880)
Event(name=Chord, time=14880, value=C#:maj, text=C#:maj)
Event(name=Position, time=14880, value=8/16, text=14880)
Event(name=Note Velocity, time=14880, value=109, text=109)
Event(name=Note On, time=14880, value=68, text=G#4)
Event(name=Note Duration, time=14880, value=0.223, text=0.223)
Event(name=Position, time=14880, value=8/16, text=14880)
Event(name=Note Velocity, time=14880, value=105, text=105)
Event(name=Note On, time=14880, value=49, text=C#3)
Event(name=Note Duration, time=14880, value=1.158, text=1.158)
Event(name=Position, time=15000, value=10/16, text=15000)
Event(name=Note Velocity, time=15000, value=73, text=73)
Event(name=Note On, time=15000, value=56, text=G#3)
Event(name=Note Duration, time=15000, value=0.846, text=0.846)
Event(name=Position, time=15060, value=11/16, text=15060)
Event(name=Note Velocity, time=15060, value=112, text=112)
Event(name=Note On, time=15060, value=70, text=A#4)
Event(name=Note Duration, time=15060, value=0.117, text=0.117)
Event(name=Position, time=15060, value=11/16, text=15060)
Event(name=Note Velocity, time=15060, value=97, text=97)
Event(name=Note On, time=15060, value=61, text=C#4)
Event(name=Note Duration, time=15060, value=0.565, text=0.565)
Event(name=Position, time=15120, value=12/16, text=15120)
Event(name=Note Velocity, time=15120, value=115, text=115)
Event(name=Note On, time=15120, value=68, text=G#4)
Event(name=Note Duration, time=15120, value=0.198, text=0.198)
Event(name=Position, time=15120, value=12/16, text=15120)
Event(name=Note Velocity, time=15120, value=111, text=111)
Event(name=Note On, time=15120, value=65, text=F4)
Event(name=Note Duration, time=15120, value=0.269, text=0.269)
Event(name=Position, time=15180, value=13/16, text=15180)
Event(name=Note Velocity, time=15180, value=115, text=115)
Event(name=Note On, time=15180, value=66, text=F#4)
Event(name=Note Duration, time=15180, value=0.246, text=0.246)
Event(name=Bar, time=15420, value=15420, text=17)
Event(name=Position, time=15420, value=1/16, text=15420)
Event(name=Chord, time=15420, value=F#:maj, text=F#:maj)
Event(name=Position, time=15420, value=1/16, text=15420)
Event(name=Note Velocity, time=15420, value=115, text=115)
Event(name=Note On, time=15420, value=66, text=F#4)
Event(name=Note Duration, time=15420, value=1.608, text=1.608)
Event(name=Position, time=15420, value=1/16, text=15420)
Event(name=Note Velocity, time=15420, value=87, text=87)
Event(name=Note On, time=15420, value=58, text=A#3)
Event(name=Note Duration, time=15420, value=0.59, text=0.59)
Event(name=Position, time=15420, value=1/16, text=15420)
Event(name=Note Velocity, time=15420, value=76, text=76)
Event(name=Note On, time=15420, value=54, text=F#3)
Event(name=Note Duration, time=15420, value=0.702, text=0.702)
Event(name=Position, time=15420, value=1/16, text=15420)
Event(name=Note Velocity, time=15420, value=94, text=94)
Event(name=Note On, time=15420, value=42, text=F#2)
Event(name=Note Duration, time=15420, value=3.994, text=3.994)
Event(name=Position, time=15480, value=2/16, text=15480)
Event(name=Note Velocity, time=15480, value=117, text=117)
Event(name=Note On, time=15480, value=73, text=C#5)
Event(name=Note Duration, time=15480, value=0.156, text=0.156)
Event(name=Position, time=15540, value=3/16, text=15540)
Event(name=Note Velocity, time=15540, value=43, text=43)
Event(name=Note On, time=15540, value=49, text=C#3)
Event(name=Note Duration, time=15540, value=0.64, text=0.64)
Event(name=Position, time=15540, value=3/16, text=15540)
Event(name=Note Velocity, time=15540, value=111, text=111)
Event(name=Note On, time=15540, value=78, text=F#5)
Event(name=Note Duration, time=15540, value=0.267, text=0.267)
Event(name=Position, time=15600, value=4/16, text=15600)
Event(name=Note Velocity, time=15600, value=117, text=117)
Event(name=Note On, time=15600, value=80, text=G#5)
Event(name=Note Duration, time=15600, value=0.123, text=0.123)
Event(name=Position, time=15660, value=5/16, text=15660)
Event(name=Note Velocity, time=15660, value=100, text=100)
Event(name=Note On, time=15660, value=66, text=F#4)
Event(name=Note Duration, time=15660, value=0.458, text=0.458)
Event(name=Position, time=15660, value=5/16, text=15660)
Event(name=Note Velocity, time=15660, value=100, text=100)
Event(name=Note On, time=15660, value=54, text=F#3)
Event(name=Note Duration, time=15660, value=0.496, text=0.496)
Event(name=Position, time=15660, value=5/16, text=15660)
Event(name=Note Velocity, time=15660, value=102, text=102)
Event(name=Note On, time=15660, value=80, text=G#5)
Event(name=Note Duration, time=15660, value=0.112, text=0.112)
Event(name=Position, time=15660, value=5/16, text=15660)
Event(name=Note Velocity, time=15660, value=69, text=69)
Event(name=Note On, time=15660, value=82, text=A#5)
Event(name=Note Duration, time=15660, value=0.26, text=0.26)
Event(name=Position, time=15720, value=6/16, text=15720)
Event(name=Note Velocity, time=15720, value=102, text=102)
Event(name=Note On, time=15720, value=80, text=G#5)
Event(name=Note Duration, time=15720, value=0.225, text=0.225)
Event(name=Position, time=15780, value=7/16, text=15780)
Event(name=Note Velocity, time=15780, value=40, text=40)
Event(name=Note On, time=15780, value=49, text=C#3)
Event(name=Note Duration, time=15780, value=0.698, text=0.698)
Event(name=Position, time=15780, value=7/16, text=15780)
Event(name=Note Velocity, time=15780, value=117, text=117)
Event(name=Note On, time=15780, value=78, text=F#5)
Event(name=Note Duration, time=15780, value=0.127, text=0.127)
Event(name=Position, time=15900, value=9/16, text=15900)
Event(name=Note Velocity, time=15900, value=108, text=108)
Event(name=Note On, time=15900, value=73, text=C#5)
Event(name=Note Duration, time=15900, value=0.115, text=0.115)
Event(name=Position, time=15900, value=9/16, text=15900)
Event(name=Note Velocity, time=15900, value=73, text=73)
Event(name=Note On, time=15900, value=54, text=F#3)
Event(name=Note Duration, time=15900, value=0.602, text=0.602)
Event(name=Position, time=15900, value=9/16, text=15900)
Event(name=Note Velocity, time=15900, value=71, text=71)
Event(name=Note On, time=15900, value=58, text=A#3)
Event(name=Note Duration, time=15900, value=0.796, text=0.796)
Event(name=Position, time=15900, value=9/16, text=15900)
Event(name=Note Velocity, time=15900, value=89, text=89)
Event(name=Note On, time=15900, value=61, text=C#4)
Event(name=Note Duration, time=15900, value=0.829, text=0.829)
Event(name=Position, time=15900, value=9/16, text=15900)
Event(name=Note Velocity, time=15900, value=73, text=73)
Event(name=Note On, time=15900, value=75, text=D#5)
Event(name=Note Duration, time=15900, value=0.44, text=0.44)
Event(name=Position, time=16020, value=11/16, text=16020)
Event(name=Note Velocity, time=16020, value=92, text=92)
Event(name=Note On, time=16020, value=73, text=C#5)
Event(name=Note Duration, time=16020, value=0.123, text=0.123)
Event(name=Position, time=16020, value=11/16, text=16020)
Event(name=Note Velocity, time=16020, value=73, text=73)
Event(name=Note On, time=16020, value=49, text=C#3)
Event(name=Note Duration, time=16020, value=0.908, text=0.908)
Event(name=Position, time=16080, value=12/16, text=16080)
Event(name=Note Velocity, time=16080, value=89, text=89)
Event(name=Note On, time=16080, value=54, text=F#3)
Event(name=Note Duration, time=16080, value=1.154, text=1.154)
Event(name=Position, time=16140, value=13/16, text=16140)
Event(name=Note Velocity, time=16140, value=115, text=115)
Event(name=Note On, time=16140, value=61, text=C#4)
Event(name=Note Duration, time=16140, value=0.144, text=0.144)
Event(name=Position, time=16140, value=13/16, text=16140)
Event(name=Note Velocity, time=16140, value=108, text=108)
Event(name=Note On, time=16140, value=58, text=A#3)
Event(name=Note Duration, time=16140, value=0.862, text=0.862)
Event(name=Position, time=16140, value=13/16, text=16140)
Event(name=Note Velocity, time=16140, value=100, text=100)
Event(name=Note On, time=16140, value=61, text=C#4)
Event(name=Note Duration, time=16140, value=0.877, text=0.877)
Event(name=Position, time=16140, value=13/16, text=16140)
Event(name=Note Velocity, time=16140, value=100, text=100)
Event(name=Note On, time=16140, value=66, text=F#4)
Event(name=Note Duration, time=16140, value=0.877, text=0.877)
Event(name=Position, time=16140, value=13/16, text=16140)
Event(name=Note Velocity, time=16140, value=120, text=120)
Event(name=Note On, time=16140, value=68, text=G#4)
Event(name=Note Duration, time=16140, value=0.117, text=0.117)
Event(name=Position, time=16140, value=13/16, text=16140)
Event(name=Note Velocity, time=16140, value=40, text=40)
Event(name=Note On, time=16140, value=70, text=A#4)
Event(name=Note Duration, time=16140, value=0.206, text=0.206)
Event(name=Position, time=16200, value=14/16, text=16200)
Event(name=Note Velocity, time=16200, value=109, text=109)
Event(name=Note On, time=16200, value=63, text=D#4)
Event(name=Note Duration, time=16200, value=0.094, text=0.094)
Event(name=Position, time=16200, value=14/16, text=16200)
Event(name=Note Velocity, time=16200, value=66, text=66)
Event(name=Note On, time=16200, value=68, text=G#4)
Event(name=Note Duration, time=16200, value=0.177, text=0.177)
Event(name=Position, time=16260, value=15/16, text=16260)
Event(name=Note Velocity, time=16260, value=118, text=118)
Event(name=Note On, time=16260, value=66, text=F#4)
Event(name=Note Duration, time=16260, value=0.102, text=0.102)
Event(name=Position, time=16260, value=15/16, text=16260)
Event(name=Note Velocity, time=16260, value=29, text=29)
Event(name=Note On, time=16260, value=49, text=C#3)
Event(name=Note Duration, time=16260, value=0.369, text=0.369)
Event(name=Position, time=16260, value=15/16, text=16260)
Event(name=Note Velocity, time=16260, value=108, text=108)
Event(name=Note On, time=16260, value=66, text=F#4)
Event(name=Note Duration, time=16260, value=0.248, text=0.248)
Event(name=Position, time=16320, value=16/16, text=16320)
Event(name=Note Velocity, time=16320, value=112, text=112)
Event(name=Note On, time=16320, value=68, text=G#4)
Event(name=Note Duration, time=16320, value=0.125, text=0.125)
Event(name=Bar, time=16380, value=16380, text=18)
Event(name=Position, time=16380, value=1/16, text=16380)
Event(name=Chord, time=16380, value=B:maj, text=B:maj)
Event(name=Position, time=16380, value=1/16, text=16380)
Event(name=Note Velocity, time=16380, value=112, text=112)
Event(name=Note On, time=16380, value=70, text=A#4)
Event(name=Note Duration, time=16380, value=0.165, text=0.165)
Event(name=Position, time=16380, value=1/16, text=16380)
Event(name=Note Velocity, time=16380, value=90, text=90)
Event(name=Note On, time=16380, value=59, text=B3)
Event(name=Note Duration, time=16380, value=0.535, text=0.535)
Event(name=Position, time=16380, value=1/16, text=16380)
Event(name=Note Velocity, time=16380, value=92, text=92)
Event(name=Note On, time=16380, value=63, text=D#4)
Event(name=Note Duration, time=16380, value=0.656, text=0.656)
Event(name=Position, time=16380, value=1/16, text=16380)
Event(name=Note Velocity, time=16380, value=109, text=109)
Event(name=Note On, time=16380, value=47, text=B2)
Event(name=Note Duration, time=16380, value=1.146, text=1.146)
Event(name=Position, time=16440, value=2/16, text=16440)
Event(name=Note Velocity, time=16440, value=97, text=97)
Event(name=Note On, time=16440, value=78, text=F#5)
Event(name=Note Duration, time=16440, value=0.144, text=0.144)
Event(name=Position, time=16500, value=3/16, text=16500)
Event(name=Note Velocity, time=16500, value=112, text=112)
Event(name=Note On, time=16500, value=66, text=F#4)
Event(name=Note Duration, time=16500, value=0.308, text=0.308)
Event(name=Position, time=16500, value=3/16, text=16500)
Event(name=Note Velocity, time=16500, value=108, text=108)
Event(name=Note On, time=16500, value=80, text=G#5)
Event(name=Note Duration, time=16500, value=0.14, text=0.14)
Event(name=Position, time=16500, value=3/16, text=16500)
Event(name=Note Velocity, time=16500, value=76, text=76)
Event(name=Note On, time=16500, value=54, text=F#3)
Event(name=Note Duration, time=16500, value=0.698, text=0.698)
Event(name=Position, time=16560, value=4/16, text=16560)
Event(name=Note Velocity, time=16560, value=114, text=114)
Event(name=Note On, time=16560, value=82, text=A#5)
Event(name=Note Duration, time=16560, value=0.202, text=0.202)
Event(name=Position, time=16560, value=4/16, text=16560)
Event(name=Note Velocity, time=16560, value=109, text=109)
Event(name=Note On, time=16560, value=59, text=B3)
Event(name=Note Duration, time=16560, value=0.423, text=0.423)
Event(name=Position, time=16620, value=5/16, text=16620)
Event(name=Chord, time=16620, value=F#:maj, text=F#:maj)
Event(name=Position, time=16620, value=5/16, text=16620)
Event(name=Note Velocity, time=16620, value=118, text=118)
Event(name=Note On, time=16620, value=63, text=D#4)
Event(name=Note Duration, time=16620, value=0.36, text=0.36)
Event(name=Position, time=16620, value=5/16, text=16620)
Event(name=Note Velocity, time=16620, value=102, text=102)
Event(name=Note On, time=16620, value=66, text=F#4)
Event(name=Note Duration, time=16620, value=0.319, text=0.319)
Event(name=Position, time=16740, value=7/16, text=16740)
Event(name=Note Velocity, time=16740, value=115, text=115)
Event(name=Note On, time=16740, value=68, text=G#4)
Event(name=Note Duration, time=16740, value=1.481, text=1.481)
Event(name=Position, time=16740, value=7/16, text=16740)
Event(name=Note Velocity, time=16740, value=105, text=105)
Event(name=Note On, time=16740, value=65, text=F4)
Event(name=Note Duration, time=16740, value=1.075, text=1.075)
Event(name=Position, time=16740, value=7/16, text=16740)
Event(name=Note Velocity, time=16740, value=84, text=84)
Event(name=Note On, time=16740, value=61, text=C#4)
Event(name=Note Duration, time=16740, value=1.142, text=1.142)
Event(name=Position, time=16860, value=9/16, text=16860)
Event(name=Chord, time=16860, value=C#:maj, text=C#:maj)
Event(name=Position, time=16860, value=9/16, text=16860)
Event(name=Note Velocity, time=16860, value=111, text=111)
Event(name=Note On, time=16860, value=49, text=C#3)
Event(name=Note Duration, time=16860, value=1.187, text=1.187)
Event(name=Position, time=16980, value=11/16, text=16980)
Event(name=Note Velocity, time=16980, value=114, text=114)
Event(name=Note On, time=16980, value=80, text=G#5)
Event(name=Note Duration, time=16980, value=0.144, text=0.144)
Event(name=Position, time=16980, value=11/16, text=16980)
Event(name=Note Velocity, time=16980, value=97, text=97)
Event(name=Note On, time=16980, value=56, text=G#3)
Event(name=Note Duration, time=16980, value=0.602, text=0.602)
Event(name=Position, time=17040, value=12/16, text=17040)
Event(name=Note Velocity, time=17040, value=108, text=108)
Event(name=Note On, time=17040, value=82, text=A#5)
